loc,cases,deaths,month
58,Cases,3,2
58,Cases,3,4
58,Cases,2,5
58,Cases,7,3
58,Cases,3,6
58,Cases,16,9
58,Cases,3,1
58,Cases,1,12
58,Cases,4,11
59,Cases,3,6
59,Cases,2,3
59,Cases,0,11
59,Cases,3,12
59,Cases,38,10
59,Cases,2,2
59,Cases,3,4
59,Cases,1,8
59,Cases,2,7
59,Cases,34,9
59,Cases,1,1
59,Cases,4,5
60,Cases,1,3
60,Cases,64,10
60,Cases,2,7
60,Cases,1,4
60,Cases,3,6
60,Cases,1,5
60,Cases,4,1
60,Cases,3,12
60,Cases,7,11
60,Cases,59,9
60,Cases,6,8
60,Cases,5,2
61,Cases,0,4
61,Cases,2,2
61,Cases,1,6
61,Cases,2,1
61,Cases,0,3
61,Cases,39,10
61,Cases,0,5
61,Cases,2,11
61,Cases,0,7
61,Cases,3,12
61,Cases,56,9
61,Cases,2,8
62,Cases,35,9
62,Cases,11,8
62,Cases,4,5
62,Cases,51,10
62,Cases,12,6
62,Cases,5,12
62,Cases,1,3
62,Cases,3,4
62,Cases,5,1
62,Cases,3,11
62,Cases,2,2
62,Cases,10,7
63,Cases,2,9
63,Cases,0,2
63,Cases,3,8
63,Cases,2,1
63,Cases,1,10
63,Cases,0,12
63,Cases,0,6
63,Cases,0,5
63,Cases,0,7
63,Cases,1,3
63,Cases,0,4
63,Cases,1,11
64,Cases,4,7
64,Cases,1,1
64,Cases,1,4
64,Cases,4,8
64,Cases,4,11
64,Cases,60,9
64,Cases,3,12
64,Cases,61,10
64,Cases,4,3
64,Cases,3,5
64,Cases,6,2
64,Cases,7,6
65,Cases,0,5
65,Cases,2,7
65,Cases,8,11
65,Cases,2,3
65,Cases,49,9
65,Cases,39,10
65,Cases,3,12
65,Cases,1,6
65,Cases,1,1
65,Cases,0,4
65,Cases,0,8
65,Cases,0,2
66,Cases,14,11
66,Cases,2,2
66,Cases,0,4
66,Cases,0,1
66,Cases,0,6
66,Cases,77,9
66,Cases,2,3
66,Cases,2,12
66,Cases,0,7
66,Cases,1,5
66,Cases,6,8
66,Cases,78,10
67,Cases,61,9
67,Cases,0,8
67,Cases,0,7
67,Cases,74,10
67,Cases,0,5
67,Cases,0,1
67,Cases,0,2
67,Cases,0,12
67,Cases,1,3
67,Cases,0,6
67,Cases,0,4
67,Cases,4,11
68,Cases,2,8
68,Cases,2,4
68,Cases,2,2
68,Cases,2,12
68,Cases,2,3
68,Cases,1,5
68,Cases,3,1
68,Cases,29,9
68,Cases,50,10
68,Cases,7,11
68,Cases,1,6
68,Cases,3,7
69,Cases,3,4
69,Cases,8,11
69,Cases,5,1
69,Cases,4,8
69,Cases,1,12
69,Cases,220,9
69,Cases,2,3
69,Cases,2,6
69,Cases,308,10
69,Cases,3,2
69,Cases,0,5
69,Cases,2,7
70,Cases,54,10
70,Cases,0,5
70,Cases,3,12
70,Cases,9,11
70,Cases,2,7
70,Cases,0,1
70,Cases,0,3
70,Cases,1,8
70,Cases,0,4
70,Cases,7,2
70,Cases,51,9
70,Cases,0,6
71,Cases,0,5
71,Cases,1,8
71,Cases,0,9
71,Cases,0,7
71,Cases,0,6
71,Cases,0,2
71,Cases,1,10
71,Cases,0,12
71,Cases,1,11
